CNPJ,EMPRESA,CONTA,DESCRIÇÃO,VALOR,DEMONSTRATIVO,ANO,MES,PERIODO
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.08.01.01,Outros Ativos Intangíveis,1846811.0,Balanço Patrimonial Ativo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.08.02,Goodwill,27217565.0,Balanço Patrimonial Ativo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2,Passivo Total,453052695.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.01,Passivos Financeiros para Negociação,13554306.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.01.01,Derivativos,5417795.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.01.02,Posições vendidas,8136511.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.02,Outros Passivos Financeiros ao Valor Justo no Resultado,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03,Passivos Financeiros ao Custo Amortizado,329700620.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03.01,Depósitos do Banco Central do Brasil  e depósitos de instituições de crédito,34032289.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03.02,Depósitos de clientes,200155677.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03.03,Obrigações por títulos e valores mobiliários,65300548.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03.04,Dívidas subordinadas,8906144.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.03.05,Outros passivos financeiros,21305962.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.04,Provisões,10892388.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.04.01,Provisões para fundos de pensões e obrigações similares,3043311.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.04.02,"Provisões para passivos contingentes, compromissos e outras provisões",7849077.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.05,Passivos Fiscais,11693338.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.05.01,Correntes,10069745.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.05.02,Diferidos,1623593.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.06,Outros Passivos,5556741.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.06.01,Derivativos utilizados como hedge,628983.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.06.02,Passivos por contratos de seguro,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.06.03,Outras obrigações,4927758.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.07,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.07.01,Passivos sobre Ativos Não Correntes a Venda,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.07.02,Passivos sobre Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08,Patrimônio Líquido Consolidado,81655302.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01,Capital Social Realizado,83339506.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01.01,Capital social,62634585.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01.02,Reservas,17673134.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01.03,Ações em Tesouraria,-291707.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01.04,Lucro do exercício atribuível à controladora,5723494.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.01.05,Menos: dividendos e remuneração,-2400000.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02,Reservas de Capital,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02.01,Ágio na Emissão de Ações,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02.02,Reserva Especial de Ágio na Incorporação,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02.03,Alienação de Bônus de Subscrição,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02.04,Opções Outorgadas,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.02.05,Ações em Tesouraria,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.03,Reservas de Reavaliação,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04,Reservas de Lucros,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.01,Reserva Legal,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.02,Reserva Estatutária,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.03,Reserva para Contingências,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.04,Reserva de Lucros a Realizar,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.05,Reserva de Retenção de Lucros,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.06,Reserva Especial para Dividendos Não Distribuídos,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.07,Reserva de Incentivos Fiscais,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.08,Dividendo Adicional Proposto,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.09,Ações em Tesouraria,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.05,Lucros/Prejuízos Acumulados,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06,Ajustes de Avaliação Patrimonial,-1973305.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06.01,Ativos financeiros disponíveis para venda,-471945.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06.02,Hedges de fluxo de caixa,-169096.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06.03,Ajuste de conversão de investimento no exterior,-1332264.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.07,Ajustes Acumulados de Conversão,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.08,Outros Resultados Abrangentes,0.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.09,Participação dos Acionistas Não Controladores,289101.0,Balanço Patrimonial Passivo,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01,Caixa Líquido Atividades Operacionais,21724417.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01,Caixa Gerado nas Operações,21104822.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.01,Lucro líquido consolidado do exercício,5848124.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.02,Depreciação do ativo tangível,726989.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.03,Amortização do ativo intangível,524927.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.04,Perdas com outros ativos (líquidas),344580.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.05,Provisões e Perdas com ativos financeiros (líquidas),16810889.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.06,"Ganhos líquidos na alien. do ativo tangível, invest. e ativos não correntes mantidos para venda",-563413.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.07,Participação no resultado de equivalência patrimonial,-91342.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.08,Mudanças nos créditos tributários e passivos fiscais diferidos,-2537771.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.09,Operações Descontinuadas,1174.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.10,Outros,40665.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02,Variações nos Ativos e Passivos,619595.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.01,Disponibilidades e reservas no Banco Central do Brasil,3239600.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.02,Ativos financeiros para negociação,1449177.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.03,Outros ativos financeiros ao valor justo no resultado,-96489.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.04,Ativos financeiros disponíveis para venda,-5645404.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.05,Empréstimos e recebíveis,-27121769.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.06,Outros ativos,1129892.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.07,Operações Descontinuadas,-342903.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.08,Passivos financeiros para negociação,8202570.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.09,Passivo financeiro ao custo amortizado,21359301.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.10,Outros passivos,-697700.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.11,Operações Descontinuadas,341729.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.12,Impostos Pagos,-1198409.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.03,Outros,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02,Caixa Líquido Atividades de Investimento,-2316124.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.01,Caixa líquido recebido na aquisição de subsidiária,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.02,Investimentos no ativo tangível,-1773009.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.03,Investimentos no ativo intangível,-592899.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.04,"Alienação de subsidiárias, entidades controladas em conjunto e coligadas",43455.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.05,Alienação de ativo tangível,139113.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.06,Aumento de Capital de Participações em  Coligadas,-206101.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.07,Dividendos e Juros sobre Capital Proprio Recebidos,73317.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03,Caixa Líquido Atividades de Financiamento,-1037965.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.01,Aumento de capital,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.02,Aquisição de ações próprias,-121145.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.03,Emissão de dívida subordinada,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.04,Emissão de outros passivos exigíveis a longo prazo,45575270.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.05,Dividendos pagos e juros sobre capital o próprio,-2046360.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.06,Pagamentos de dívida subordinada,-3823280.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.07,Pagamentos de outros passivos exigíveis a longo prazo,-40549791.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.08,Emissão de ações de partic. em controlada,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.09,Aumento (Redução) em participações não-controladas,-72659.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05,Aumento (Redução) de Caixa e Equivalentes,18370328.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05.01,Saldo Inicial de Caixa e Equivalentes,19617680.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05.02,Saldo Final de Caixa e Equivalentes,37988008.0,Demonstração do Fluxo de Caixa (Método Indireto),2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.01,Receitas da Intermediação Financeira,51217046.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.01.01,Receitas com Juros e Similares,51217046.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.02,Despesas da Intermediação Financeira,-22737825.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.02.01,Despesas com Juros e Similares,-22737825.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.03,Resultado Bruto Intermediação Financeira,28479221.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04,Outras Despesas/Receitas Operacionais,-24460964.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.01,Receitas de Prestação de Serviços,8100456.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.02,Despesas de Pessoal,-7045610.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.03,Outras Despesas Administrativas,-6804750.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.04,Despesas Tributárias,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05,Outras Receitas Operacionais,-395017.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.01,Receitas de instrumentos do patrimônio,81286.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.02,Ganhos (perdas) com ativos e passivos financeiros (líquidos),-1145887.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.03,Variações Cambiais Líquidas,551059.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.04,Outras receitas (despesas) operacionais,-444888.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.05,Resultado na alienação de ativos não classificados como ativos não correntes mantidos para venda,459890.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.06,Res. na alien. e desp. c/ ativos não correntes mantidos p/ venda não classif. c/ op. descontinuadas,103523.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06,Outras Despesas Operacionais,-18407385.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.01,Depreciação e amortização,-1251916.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.02,Provisões (líquidas),-2692818.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.03,Perdas com ativos financeiros (líquidas),-14118071.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.04,Perdas com outros ativos (líquidas),-344580.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.07,Resultado da Equivalência Patrimonial,91342.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.05,Resultado Antes dos Tributos sobre o Lucro,4018257.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06,Imposto de Renda e Contribuição Social sobre o Lucro,-233596.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06.01,Corrente,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06.02,Diferido,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.07,Resultado Líquido das Operações Continuadas,3784661.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.08,Resultado Líquido das Operações Descontinuadas,2063463.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.08.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,2063463.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.08.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.09,Lucro/Prejuízo Consolidado do Período,5848124.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.09.01,Atribuído a Sócios da Empresa Controladora,5723494.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.09.02,Atribuído a Sócios Não Controladores,124630.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99,Lucro por Ação - (R$ / Ação),0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.01,Lucro Básico por Ação,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.01.01,ON,0.71989,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.01.02,PN,0.79187,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.02,Lucro Diluído por Ação,0.0,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.02.01,ON,0.7196,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.99.02.02,PN,0.79156,Demonstração do Resultado,2013,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1,Ativo Total,520230910.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.01,Caixa e Equivalentes de Caixa,55903848.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.01.01,Disponibilidades e Reservas no Banco Central do Brasil,55903848.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02,Aplicações Financeiras,132174639.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.01,Aplicações Financeiras Avaliadas a Valor Justo,132174639.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.01.01,Títulos para Negociação,56013603.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.01.02,Títulos Disponíveis para Venda,75164342.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.01.03,Outros Ativos Financeiros ao Valor Justo no Resultado,996694.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.02.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.03,Empréstimos e Recebíveis,264607746.0,Balanço Patrimonial Ativo,2014,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,1.03.01,Empréstimos e outros valores com instituições de crédito,28917397.0,Balanço Patrimonial Ativo,2014,12,ANUAL
